state,count,event type,study population,year
Alabama,9506,Mortality,4430141,1999
Alabama,19823,Incidence,4452173,2000
Alabama,9807,Mortality,4452173,2000
Alabama,21050,Incidence,4467634,2001
Alabama,9801,Mortality,4467634,2001
Alabama,21383,Incidence,4480089,2002
Alabama,9698,Mortality,4480089,2002
Alabama,20788,Incidence,4503491,2003
Alabama,9812,Mortality,4503491,2003
Alabama,22221,Incidence,4530729,2004
Alabama,9756,Mortality,4530729,2004
Alabama,22643,Incidence,4565917,2005
Alabama,9913,Mortality,4565917,2005
Alabama,23310,Incidence,4628981,2006
Alabama,9899,Mortality,4628981,2006
Alabama,24156,Incidence,4672840,2007
Alabama,10025,Mortality,4672840,2007
Alabama,124415,Incidence,23737435,2009
Alabama,50591,Mortality,23563366,2009
Alabama,25254,Incidence,4718206,2008
Alabama,10182,Mortality,4718206,2008
Alabama,25189,Incidence,4757938,2009
Alabama,10289,Mortality,4757938,2009
Alabama,25048,Incidence,4784762,2010
Alabama,10196,Mortality,4785401,2010
Alabama,24768,Incidence,4803689,2011
Alabama,10196,Mortality,4785401,2011
Alaska,1967,Incidence,624779,1999
Alaska,633,Mortality,624779,1999
Alaska,2054,Incidence,627963,2000
Alaska,704,Mortality,627963,2000
Alaska,2188,Incidence,633714,2001
Alaska,689,Mortality,633714,2001
Alaska,2239,Incidence,642337,2002
Alaska,715,Mortality,642337,2002
Alaska,2264,Incidence,648414,2003
Alaska,735,Mortality,648414,2003
Alaska,2433,Incidence,659286,2004
Alaska,728,Mortality,659286,2004
Alaska,2370,Incidence,666946,2005
Alaska,732,Mortality,666946,2005
Alaska,2496,Incidence,675302,2006
Alaska,790,Mortality,675302,2006
Alaska,2515,Incidence,680300,2007
Alaska,839,Mortality,680300,2007
Alaska,13207,Incidence,3504556,2009
Alaska,4275,Mortality,3456098,2009
Alaska,2670,Incidence,687455,2008
Alaska,867,Mortality,687455,2008
Alaska,2646,Incidence,698895,2009
Alaska,895,Mortality,698895,2009
Alaska,2744,Incidence,714046,2010
Alaska,884,Mortality,714146,2010
Alaska,2632,Incidence,723860,2011
Alaska,884,Mortality,714146,2011
Arizona,21174,Incidence,5023823,1999
Arizona,9006,Mortality,5023823,1999
Arizona,21930,Incidence,5160586,2000
Arizona,9073,Mortality,5160586,2000
Arizona,23136,Incidence,5273477,2001
Arizona,9142,Mortality,5273477,2001
Arizona,23272,Incidence,5396255,2002
Arizona,9359,Mortality,5396255,2002
Arizona,23570,Incidence,5510364,2003
Arizona,9625,Mortality,5510364,2003
Arizona,24105,Incidence,5652404,2004
Arizona,9618,Mortality,5652404,2004
Arizona,24535,Incidence,5839077,2005
Arizona,9820,Mortality,5839077,2005
Arizona,25653,Incidence,6029141,2006
Arizona,9918,Mortality,6029141,2006
Arizona,26848,Incidence,6167681,2007
Arizona,10133,Mortality,6167681,2007
Arizona,135605,Incidence,31669322,2009
Arizona,51081,Mortality,31233496,2009
Arizona,26583,Incidence,6280362,2008
Arizona,10081,Mortality,6280362,2008
Arizona,27916,Incidence,6343154,2009
Arizona,10271,Mortality,6343154,2009
Arizona,26692,Incidence,6410810,2010
Arizona,10678,Mortality,6413158,2010
Arizona,27566,Incidence,6467315,2011
Arizona,10678,Mortality,6413158,2011
Arkansas,6137,Mortality,2651860,1999
Arkansas,6090,Mortality,2678588,2000
Arkansas,13215,Incidence,2691571,2001
Arkansas,6091,Mortality,2691571,2001
Arkansas,6282,Mortality,2705927,2002
Arkansas,13823,Incidence,2724816,2003
Arkansas,6119,Mortality,2724816,2003
Arkansas,13906,Incidence,2749686,2004
Arkansas,6304,Mortality,2749686,2004
Arkansas,14184,Incidence,2781097,2005
Arkansas,6361,Mortality,2781097,2005
Arkansas,14397,Incidence,2821761,2006
Arkansas,6177,Mortality,2821761,2006
Arkansas,14838,Incidence,2848650,2007
Arkansas,6388,Mortality,2848650,2007
Arkansas,73906,Incidence,14481379,2009
Arkansas,32079,Mortality,14363396,2009
Arkansas,14756,Incidence,2874554,2008
Arkansas,6526,Mortality,2874554,2008
Arkansas,14793,Incidence,2896843,2009
Arkansas,6513,Mortality,2896843,2009
Arkansas,14777,Incidence,2922750,2010
Arkansas,6475,Mortality,2921588,2010
Arkansas,14742,Incidence,2938582,2011
Arkansas,6475,Mortality,2921588,2011
Atlanta,9451,Incidence,2850396,1999
Atlanta,10059,Incidence,2929629,2000
Atlanta,10543,Incidence,2979471,2001
Atlanta,10939,Incidence,3006971,2002
Atlanta,10822,Incidence,3031376,2003
Atlanta,11248,Incidence,3058821,2004
Atlanta,11482,Incidence,3101759,2005
Atlanta,11798,Incidence,3182600,2006
Atlanta,12708,Incidence,3245299,2007
Atlanta,65697,Incidence,16688643,2009
Atlanta,13032,Incidence,3296982,2008
Atlanta,13258,Incidence,3337288,2009
Atlanta,13157,Incidence,3376601,2010
Atlanta,13542,Incidence,3432473,2011
California,136240,Incidence,33499204,1999
California,53064,Mortality,33499204,1999
California,137226,Incidence,33987977,2000
California,53155,Mortality,33987977,2000
California,142070,Incidence,34479458,2001
California,53923,Mortality,34479458,2001
California,143752,Incidence,34871843,2002
California,54143,Mortality,34871843,2002
California,142244,Incidence,35253159,2003
California,54319,Mortality,35253159,2003
California,146057,Incidence,35574576,2004
California,53700,Mortality,35574576,2004
California,147862,Incidence,35827943,2005
California,54729,Mortality,35827943,2005
California,149319,Incidence,36021202,2006
California,54140,Mortality,36021202,2006
California,155597,Incidence,36250311,2007
California,55011,Mortality,36250311,2007
California,790676,Incidence,184834220,2009
California,276280,Mortality,183175277,2009
California,157667,Incidence,36604337,2008
California,54686,Mortality,36604337,2008
California,159397,Incidence,36961229,2009
California,55990,Mortality,36961229,2009
California,159368,Incidence,37334410,2010
California,56453,Mortality,37338198,2010
California,158647,Incidence,37683933,2011
California,56453,Mortality,37338198,2011
Colorado,16119,Incidence,4226018,1999
Colorado,5862,Mortality,4226018,1999
Colorado,16750,Incidence,4326921,2000
Colorado,5922,Mortality,4326921,2000
Colorado,17796,Incidence,4425687,2001
Colorado,6145,Mortality,4425687,2001
Colorado,17937,Incidence,4490406,2002
Colorado,6384,Mortality,4490406,2002
Colorado,18044,Incidence,4528732,2003
Colorado,6417,Mortality,4528732,2003
Colorado,18315,Incidence,4575013,2004
Colorado,6196,Mortality,4575013,2004
Colorado,18851,Incidence,4631888,2005
Colorado,6395,Mortality,4631888,2005
Colorado,19213,Incidence,4720423,2006
Colorado,6550,Mortality,4720423,2006
Colorado,20648,Incidence,4803868,2007
Colorado,6617,Mortality,4803868,2007
Colorado,105774,Incidence,24830567,2009
Colorado,33871,Mortality,24433908,2009
Colorado,20880,Incidence,4889730,2008
Colorado,6719,Mortality,4889730,2008
Colorado,21520,Incidence,4972195,2009
Colorado,6950,Mortality,4972195,2009
Colorado,21259,Incidence,5048472,2010
Colorado,7035,Mortality,5047692,2010
Colorado,21467,Incidence,5116302,2011
Colorado,7035,Mortality,5047692,2011
Connecticut,18671,Incidence,3386401,1999
Connecticut,7054,Mortality,3386401,1999
Connecticut,19173,Incidence,3411777,2000
Connecticut,7065,Mortality,3411777,2000
Connecticut,19578,Incidence,3432835,2001
Connecticut,7093,Mortality,3432835,2001
Connecticut,19516,Incidence,3458749,2002
Connecticut,7163,Mortality,3458749,2002
Connecticut,19457,Incidence,3484336,2003
Connecticut,7130,Mortality,3484336,2003
Connecticut,19419,Incidence,3496094,2004
Connecticut,7174,Mortality,3496094,2004
Connecticut,19690,Incidence,3506956,2005
Connecticut,7052,Mortality,3506956,2005
Connecticut,20449,Incidence,3517460,2006
Connecticut,7044,Mortality,3517460,2006
Connecticut,20453,Incidence,3527270,2007
Connecticut,6827,Mortality,3527270,2007
Connecticut,102697,Incidence,17797989,2009
Connecticut,34474,Mortality,17727614,2009
Connecticut,20540,Incidence,3545579,2008
Connecticut,6830,Mortality,3545579,2008
Connecticut,20876,Incidence,3561807,2009
Connecticut,6819,Mortality,3561807,2009
Connecticut,20460,Incidence,3576616,2010
Connecticut,6954,Mortality,3575498,2010
Connecticut,20368,Incidence,3586717,2011
Connecticut,6954,Mortality,3575498,2011
Delaware,3962,Incidence,774990,1999
Delaware,1737,Mortality,774990,1999
Delaware,4134,Incidence,786373,2000
Delaware,1609,Mortality,786373,2000
Delaware,4291,Incidence,795699,2001
Delaware,1786,Mortality,795699,2001
Delaware,4335,Incidence,806169,2002
Delaware,1621,Mortality,806169,2002
Delaware,4303,Incidence,818003,2003
Delaware,1719,Mortality,818003,2003
Delaware,4490,Incidence,830803,2004
Delaware,1827,Mortality,830803,2004
Delaware,4780,Incidence,845150,2005
Delaware,1799,Mortality,845150,2005
Delaware,4979,Incidence,859268,2006
Delaware,1780,Mortality,859268,2006
Delaware,5041,Incidence,871749,2007
Delaware,1852,Mortality,871749,2007
Delaware,25835,Incidence,4455314,2009
Delaware,9266,Mortality,4406413,2009
Delaware,5145,Incidence,883874,2008
Delaware,1912,Mortality,883874,2008
Delaware,5182,Incidence,891730,2009
Delaware,1813,Mortality,891730,2009
Delaware,5167,Incidence,899824,2010
Delaware,1909,Mortality,899792,2010
Delaware,5300,Incidence,908137,2011
Delaware,1909,Mortality,899792,2011
Detroit,21425,Incidence,4044440,1999
Detroit,21541,Incidence,4044266,2000
Detroit,22102,Incidence,4044163,2001
Detroit,22387,Incidence,4032479,2002
Detroit,21848,Incidence,4023892,2003
Detroit,21763,Incidence,4011060,2004
Detroit,21580,Incidence,3992281,2005
Detroit,21841,Incidence,3968074,2006
Detroit,22756,Incidence,3936557,2007
Detroit,113119,Incidence,19432830,2009
Detroit,22403,Incidence,3902460,2008
Detroit,22518,Incidence,3877861,2009
Detroit,22567,Incidence,3859925,2010
Detroit,22875,Incidence,3856027,2011
District of Columbia,2977,Incidence,570213,1999
District of Columbia,1340,Mortality,570213,1999
District of Columbia,2960,Incidence,572046,2000
District of Columbia,1335,Mortality,572046,2000
District of Columbia,1327,Mortality,574504,2001
District of Columbia,1296,Mortality,573158,2002
District of Columbia,3074,Incidence,568502,2003
District of Columbia,1122,Mortality,568502,2003
District of Columbia,2740,Incidence,567754,2004
District of Columbia,1152,Mortality,567754,2004
District of Columbia,2759,Incidence,567136,2005
District of Columbia,1150,Mortality,567136,2005
District of Columbia,2739,Incidence,570681,2006
District of Columbia,1178,Mortality,570681,2006
District of Columbia,2957,Incidence,574404,2007
District of Columbia,1169,Mortality,574404,2007
District of Columbia,14434,Incidence,2970877,2009
District of Columbia,5662,Mortality,2922461,2009
District of Columbia,2690,Incidence,580236,2008
District of Columbia,1143,Mortality,580236,2008
District of Columbia,2786,Incidence,592228,2009
District of Columbia,1131,Mortality,592228,2009
District of Columbia,2913,Incidence,604989,2010
District of Columbia,1041,Mortality,604912,2010
District of Columbia,3088,Incidence,619020,2011
District of Columbia,1041,Mortality,604912,2011
East North Central,220862,Incidence,44969225,1999
East North Central,93654,Mortality,44969225,1999
East North Central,221325,Incidence,45216019,2000
East North Central,93631,Mortality,45216019,2000
East North Central,228114,Incidence,45401564,2001
East North Central,92879,Mortality,45401564,2001
East North Central,230373,Incidence,45550284,2002
East North Central,93588,Mortality,45550284,2002
East North Central,228679,Incidence,45707787,2003
East North Central,92830,Mortality,45707787,2003
East North Central,230152,Incidence,45844372,2004
East North Central,92295,Mortality,45844372,2004
East North Central,232757,Incidence,45949142,2005
East North Central,92785,Mortality,45949142,2005
East North Central,237704,Incidence,46071573,2006
East North Central,93078,Mortality,46071573,2006
East North Central,242868,Incidence,46187992,2007
East North Central,93171,Mortality,46187992,2007
East North Central,1213409,Incidence,231758588,2009
East North Central,467840,Mortality,231329911,2009
East North Central,243992,Incidence,46275120,2008
East North Central,93828,Mortality,46275120,2008
East North Central,243866,Incidence,46355854,2009
East North Central,93547,Mortality,46355854,2009
East North Central,240973,Incidence,46435866,2010
East North Central,94216,Mortality,46439372,2010
East North Central,241710,Incidence,46503756,2011
East North Central,94216,Mortality,46439372,2011
East South Central,36515,Mortality,16915308,1999
East South Central,37428,Mortality,17053266,2000
East South Central,37346,Mortality,17139549,2001
East South Central,37723,Mortality,17224563,2002
East South Central,37763,Mortality,17336785,2003
East South Central,85689,Incidence,17476649,2004
East South Central,37484,Mortality,17476649,2004
East South Central,89067,Incidence,17615945,2005
East South Central,38478,Mortality,17615945,2005
East South Central,92350,Incidence,17841964,2006
East South Central,38580,Mortality,17841964,2006
East South Central,95563,Incidence,18033589,2007
East South Central,38879,Mortality,18033589,2007
East South Central,489954,Incidence,91581669,2009
East South Central,196082,Mortality,90878791,2009
East South Central,97950,Incidence,18203301,2008
East South Central,39098,Mortality,18203301,2008
East South Central,98729,Incidence,18339805,2009
East South Central,39535,Mortality,18339805,2009
East South Central,99209,Incidence,18457227,2010
East South Central,39990,Mortality,18460132,2010
East South Central,98503,Incidence,18547747,2011
East South Central,39990,Mortality,18460132,2011
Florida,99205,Incidence,15759421,1999
Florida,38477,Mortality,15759421,1999
Florida,102081,Incidence,16047515,2000
Florida,39183,Mortality,16047515,2000
Florida,103198,Incidence,16356966,2001
Florida,39088,Mortality,16356966,2001
Florida,102277,Incidence,16689370,2002
Florida,39139,Mortality,16689370,2002
Florida,100993,Incidence,17004085,2003
Florida,39404,Mortality,17004085,2003
Florida,101111,Incidence,17415318,2004
Florida,39840,Mortality,17415318,2004
Florida,104159,Incidence,17842038,2005
Florida,40592,Mortality,17842038,2005
Florida,104843,Incidence,18166990,2006
Florida,40415,Mortality,18166990,2006
Florida,106928,Incidence,18367842,2007
Florida,40088,Mortality,18367842,2007
Florida,536794,Incidence,93476020,2009
Florida,203715,Mortality,92553394,2009
Florida,109125,Incidence,18527305,2008
Florida,40814,Mortality,18527305,2008
Florida,108186,Incidence,18652644,2009
Florida,40931,Mortality,18652644,2009
Florida,106493,Incidence,18845967,2010
Florida,41467,Mortality,18838613,2010
Florida,106062,Incidence,19082262,2011
Florida,41467,Mortality,18838613,2011
Georgia,30239,Incidence,8045965,1999
Georgia,13225,Mortality,8045965,1999
Georgia,32866,Incidence,8227303,2000
Georgia,13690,Mortality,8227303,2000
Georgia,34378,Incidence,8377038,2001
Georgia,13818,Mortality,8377038,2001
Georgia,35494,Incidence,8508256,2002
Georgia,13975,Mortality,8508256,2002
Georgia,35626,Incidence,8622793,2003
Georgia,14032,Mortality,8622793,2003
Georgia,36653,Incidence,8769252,2004
Georgia,14313,Mortality,8769252,2004
Georgia,37289,Incidence,8925922,2005
Georgia,14358,Mortality,8925922,2005
Georgia,39076,Incidence,9155813,2006
Georgia,14474,Mortality,9155813,2006
Georgia,41863,Incidence,9349988,2007
Georgia,14983,Mortality,9349988,2007
Georgia,215048,Incidence,48002885,2009
Georgia,74652,Mortality,47343647,2009
Georgia,42804,Incidence,9504843,2008
Georgia,14621,Mortality,9504843,2008
Georgia,43410,Incidence,9620846,2009
Georgia,15139,Mortality,9620846,2009
Georgia,42765,Incidence,9714748,2010
Georgia,15435,Mortality,9712157,2010
Georgia,44206,Incidence,9812460,2011
Georgia,15435,Mortality,9712157,2011
Hawaii,5366,Incidence,1210300,1999
Hawaii,1916,Mortality,1210300,1999
Hawaii,5248,Incidence,1213519,2000
Hawaii,1943,Mortality,1213519,2000
Hawaii,5576,Incidence,1225948,2001
Hawaii,2024,Mortality,1225948,2001
Hawaii,5603,Incidence,1239613,2002
Hawaii,1945,Mortality,1239613,2002
Hawaii,5728,Incidence,1251154,2003
Hawaii,2133,Mortality,1251154,2003
Hawaii,6000,Incidence,1273569,2004
Hawaii,2088,Mortality,1273569,2004
Hawaii,6099,Incidence,1292729,2005
Hawaii,2169,Mortality,1292729,2005
Hawaii,6177,Incidence,1309731,2006
Hawaii,2171,Mortality,1309731,2006
Hawaii,6392,Incidence,1315675,2007
Hawaii,2214,Mortality,1315675,2007
Hawaii,33239,Incidence,6737008,2009
Hawaii,11089,Mortality,6667695,2009
Hawaii,6619,Incidence,1332213,2008
Hawaii,2194,Mortality,1332213,2008
Hawaii,6766,Incidence,1346717,2009
Hawaii,2244,Mortality,1346717,2009
Hawaii,6703,Incidence,1364274,2010
Hawaii,2266,Mortality,1363359,2010
Hawaii,6759,Incidence,1378129,2011
Hawaii,2266,Mortality,1363359,2011
Idaho,5205,Incidence,1275674,1999
Idaho,2162,Mortality,1275674,1999
Idaho,5675,Incidence,1299430,2000
Idaho,2128,Mortality,1299430,2000
Idaho,5735,Incidence,1319962,2001
Idaho,2093,Mortality,1319962,2001
Idaho,5955,Incidence,1340372,2002
Idaho,2138,Mortality,1340372,2002
Idaho,6002,Incidence,1363380,2003
Idaho,2321,Mortality,1363380,2003
Idaho,6166,Incidence,1391802,2004
Idaho,2227,Mortality,1391802,2004
Idaho,6558,Incidence,1428241,2005
Idaho,2368,Mortality,1428241,2005
Idaho,6759,Incidence,1468669,2006
Idaho,2306,Mortality,1468669,2006
Idaho,7151,Incidence,1505105,2007
Idaho,2405,Mortality,1505105,2007
Idaho,36386,Incidence,7748392,2009
Idaho,12210,Mortality,7633635,2009
Idaho,7128,Incidence,1534320,2008
Idaho,2511,Mortality,1534320,2008
Idaho,7302,Incidence,1554439,2009
Idaho,2458,Mortality,1554439,2009
Idaho,7356,Incidence,1570784,2010
Idaho,2530,Mortality,1571102,2010
Idaho,7449,Incidence,1583744,2011
Idaho,2530,Mortality,1571102,2011
Illinois,58813,Incidence,12359020,1999
Illinois,25024,Mortality,12359020,1999
Illinois,59090,Incidence,12434161,2000
Illinois,25365,Mortality,12434161,2000
Illinois,60865,Incidence,12488445,2001
Illinois,24778,Mortality,12488445,2001
Illinois,62305,Incidence,12525556,2002
Illinois,24737,Mortality,12525556,2002
Illinois,60901,Incidence,12556006,2003
Illinois,24464,Mortality,12556006,2003
Illinois,61464,Incidence,12589773,2004
Illinois,24289,Mortality,12589773,2004
Illinois,61815,Incidence,12609903,2005
Illinois,24250,Mortality,12609903,2005
Illinois,63679,Incidence,12643955,2006
Illinois,24083,Mortality,12643955,2006
Illinois,64851,Incidence,12695866,2007
Illinois,24113,Mortality,12695866,2007
Illinois,327271,Incidence,63939893,2009
Illinois,120746,Mortality,63725617,2009
Illinois,66119,Incidence,12747038,2008
Illinois,24298,Mortality,12747038,2008
Illinois,66342,Incidence,12796778,2009
Illinois,24182,Mortality,12796778,2009
Illinois,64650,Incidence,12840459,2010
Illinois,24070,Mortality,12841980,2010
Illinois,65309,Incidence,12859752,2011
Illinois,24070,Mortality,12841980,2011
Indiana,27403,Incidence,6044969,1999
Indiana,12898,Mortality,6044969,1999
Indiana,28576,Incidence,6091866,2000
Indiana,12842,Mortality,6091866,2000
Indiana,29833,Incidence,6127760,2001
Indiana,12831,Mortality,6127760,2001
Indiana,30182,Incidence,6155967,2002
Indiana,12865,Mortality,6155967,2002
Indiana,30219,Incidence,6196638,2003
Indiana,12929,Mortality,6196638,2003
Indiana,30074,Incidence,6233007,2004
Indiana,12552,Mortality,6233007,2004
Indiana,30509,Incidence,6278616,2005
Indiana,12796,Mortality,6278616,2005
Indiana,31616,Incidence,6332669,2006
Indiana,12903,Mortality,6332669,2006
Indiana,31821,Incidence,6379599,2007
Indiana,12778,Mortality,6379599,2007
Indiana,159975,Incidence,32269939,2009
Indiana,65074,Mortality,32087021,2009
Indiana,32209,Incidence,6424806,2008
Indiana,13136,Mortality,6424806,2008
Indiana,32099,Incidence,6459325,2009
Indiana,13093,Mortality,6459325,2009
Indiana,32055,Incidence,6489856,2010
Indiana,13164,Mortality,6490622,2010
Indiana,31791,Incidence,6516353,2011
Indiana,13164,Mortality,6490622,2011
Iowa,15796,Incidence,2917634,1999
Iowa,6346,Mortality,2917634,1999
Iowa,15745,Incidence,2929067,2000
Iowa,6448,Mortality,2929067,2000
Iowa,16202,Incidence,2931997,2001
Iowa,6404,Mortality,2931997,2001
Iowa,16319,Incidence,2934234,2002
Iowa,6473,Mortality,2934234,2002
Iowa,16025,Incidence,2941999,2003
Iowa,6469,Mortality,2941999,2003
Iowa,16231,Incidence,2953635,2004
Iowa,6340,Mortality,2953635,2004
Iowa,16419,Incidence,2964454,2005
Iowa,6453,Mortality,2964454,2005
Iowa,16708,Incidence,2982644,2006
Iowa,6359,Mortality,2982644,2006
Iowa,16814,Incidence,2999212,2007
Iowa,6376,Mortality,2999212,2007
Iowa,85803,Incidence,15163234,2009
Iowa,31766,Mortality,15081662,2009
Iowa,16887,Incidence,3016734,2008
Iowa,6424,Mortality,3016734,2008
Iowa,17512,Incidence,3032870,2009
Iowa,6249,Mortality,3032870,2009
Iowa,17407,Incidence,3050321,2010
Iowa,6358,Mortality,3050202,2010
Iowa,17183,Incidence,3064097,2011
Iowa,6358,Mortality,3050202,2011
Kansas,13119,Incidence,2678338,1999
Kansas,5334,Mortality,2678338,1999
Kansas,13117,Incidence,2693681,2000
Kansas,5223,Mortality,2693681,2000
Kansas,13035,Incidence,2702162,2001
Kansas,5448,Mortality,2702162,2001
Kansas,13071,Incidence,2713535,2002
Kansas,5362,Mortality,2713535,2002
Kansas,13458,Incidence,2723004,2003
Kansas,5332,Mortality,2723004,2003
Kansas,13628,Incidence,2734373,2004
Kansas,5312,Mortality,2734373,2004
Kansas,13674,Incidence,2745299,2005
Kansas,5428,Mortality,2745299,2005
Kansas,13964,Incidence,2762931,2006
Kansas,5343,Mortality,2762931,2006
Kansas,14530,Incidence,2783785,2007
Kansas,5406,Mortality,2783785,2007
Kansas,72764,Incidence,14153788,2009
Kansas,26739,Mortality,14046639,2009
Kansas,14676,Incidence,2808076,2008
Kansas,5294,Mortality,2808076,2008
Kansas,14537,Incidence,2832704,2009
Kansas,5319,Mortality,2832704,2009
Kansas,14449,Incidence,2858837,2010
Kansas,5377,Mortality,2859143,2010
Kansas,14572,Incidence,2870386,2011
Kansas,5377,Mortality,2859143,2011
Kentucky,20882,Incidence,4018053,1999
Kentucky,8925,Mortality,4018053,1999
Kentucky,21348,Incidence,4049021,2000
Kentucky,9207,Mortality,4049021,2000
Kentucky,21887,Incidence,4068132,2001
Kentucky,9358,Mortality,4068132,2001
Kentucky,21878,Incidence,4089875,2002
Kentucky,9438,Mortality,4089875,2002
Kentucky,21989,Incidence,4117170,2003
Kentucky,9378,Mortality,4117170,2003
Kentucky,22470,Incidence,4146101,2004
Kentucky,9159,Mortality,4146101,2004
Kentucky,22720,Incidence,4182742,2005
Kentucky,9505,Mortality,4182742,2005
Kentucky,23915,Incidence,4219239,2006
Kentucky,9394,Mortality,4219239,2006
Kentucky,24475,Incidence,4256672,2007
Kentucky,9692,Mortality,4256672,2007
Kentucky,124058,Incidence,21577093,2009
Kentucky,48239,Mortality,21430086,2009
Kentucky,24601,Incidence,4289878,2008
Kentucky,9589,Mortality,4289878,2008
Kentucky,24799,Incidence,4317074,2009
Kentucky,9634,Mortality,4317074,2009
Kentucky,25297,Incidence,4346655,2010
Kentucky,9930,Mortality,4347223,2010
Kentucky,24886,Incidence,4366814,2011
Kentucky,9930,Mortality,4347223,2011
Los Angeles,35392,Incidence,9437290,1999
Los Angeles,35272,Incidence,9538191,2000
Los Angeles,36591,Incidence,9626034,2001
Los Angeles,36502,Incidence,9705913,2002
Los Angeles,36120,Incidence,9767145,2003
Los Angeles,37216,Incidence,9793263,2004
Los Angeles,37338,Incidence,9786373,2005
Los Angeles,36690,Incidence,9737955,2006
Los Angeles,38448,Incidence,9700359,2007
Los Angeles,193541,Incidence,48937692,2009
Los Angeles,38602,Incidence,9735147,2008
Los Angeles,39240,Incidence,9787400,2009
Los Angeles,38747,Incidence,9825761,2010
Los Angeles,38504,Incidence,9889025,2011
Louisiana,20423,Incidence,4460811,1999
Louisiana,9412,Mortality,4460811,1999
Louisiana,20709,Incidence,4471885,2000
Louisiana,9400,Mortality,4471885,2000
Louisiana,21403,Incidence,4477875,2001
Louisiana,9517,Mortality,4477875,2001
Louisiana,21551,Incidence,4497267,2002
Louisiana,9441,Mortality,4497267,2002
Louisiana,21593,Incidence,4521042,2003
Louisiana,9532,Mortality,4521042,2003
Louisiana,22046,Incidence,4552238,2004
Louisiana,9434,Mortality,4552238,2004
Louisiana,21048,Incidence,4411396,2005
Louisiana,9249,Mortality,4411396,2005
Louisiana,21542,Incidence,4302665,2006
Louisiana,8853,Mortality,4302665,2006
Louisiana,22376,Incidence,4375581,2007
Louisiana,8736,Mortality,4375581,2007
Louisiana,115976,Incidence,22421706,2009
Louisiana,45087,Mortality,22150823,2009
Louisiana,22847,Incidence,4435586,2008
Louisiana,9197,Mortality,4435586,2008
Louisiana,23436,Incidence,4491648,2009
Louisiana,9098,Mortality,4491648,2009
Louisiana,23476,Incidence,4544125,2010
Louisiana,9203,Mortality,4545343,2010
Louisiana,23841,Incidence,4574766,2011
Louisiana,9203,Mortality,4545343,2011
Maine,7157,Incidence,1266808,1999
Maine,3035,Mortality,1266808,1999
Maine,7575,Incidence,1277072,2000
Maine,3070,Mortality,1277072,2000
Maine,7841,Incidence,1285692,2001
Maine,3045,Mortality,1285692,2001
Maine,7885,Incidence,1295960,2002
Maine,3206,Mortality,1295960,2002
Maine,7917,Incidence,1306513,2003
Maine,3120,Mortality,1306513,2003
Maine,8332,Incidence,1313688,2004
Maine,3124,Mortality,1313688,2004
Maine,8289,Incidence,1318787,2005
Maine,3218,Mortality,1318787,2005
Maine,8620,Incidence,1323619,2006
Maine,3089,Mortality,1323619,2006
Maine,8522,Incidence,1327040,2007
Maine,3112,Mortality,1327040,2007
Maine,41887,Incidence,6643268,2009
Maine,15674,Mortality,6638137,2009
Maine,8449,Incidence,1330509,2008
Maine,3093,Mortality,1330509,2008
Maine,8314,Incidence,1329590,2009
Maine,3133,Mortality,1329590,2009
Maine,8348,Incidence,1327585,2010
Maine,3247,Mortality,1327379,2010
Maine,8254,Incidence,1328544,2011
Maine,3247,Mortality,1327379,2011
Maryland,24778,Incidence,5254509,1999
Maryland,10143,Mortality,5254509,1999
Maryland,25110,Incidence,5311034,2000
Maryland,10289,Mortality,5311034,2000
Maryland,10322,Mortality,5374691,2001
Maryland,26407,Incidence,5440389,2002
Maryland,10395,Mortality,5440389,2002
Maryland,27179,Incidence,5496269,2003
Maryland,10292,Mortality,5496269,2003
Maryland,25450,Incidence,5546935,2004
Maryland,10168,Mortality,5546935,2004
Maryland,25769,Incidence,5592379,2005
Maryland,10371,Mortality,5592379,2005
Maryland,25889,Incidence,5627367,2006
Maryland,10350,Mortality,5627367,2006
Maryland,27765,Incidence,5653408,2007
Maryland,10179,Mortality,5653408,2007
Maryland,140550,Incidence,28696331,2009
Maryland,51569,Mortality,28481809,2009
Maryland,28514,Incidence,5684965,2008
Maryland,10360,Mortality,5684965,2008
Maryland,28070,Incidence,5730388,2009
Maryland,10412,Mortality,5730388,2009
Maryland,28399,Incidence,5787998,2010
Maryland,10268,Mortality,5785681,2010
Maryland,27802,Incidence,5839572,2011
Maryland,10268,Mortality,5785681,2011
Massachusetts,33926,Incidence,6317345,1999
Massachusetts,13853,Mortality,6317345,1999
Massachusetts,34483,Incidence,6361104,2000
Massachusetts,14027,Mortality,6361104,2000
Massachusetts,35247,Incidence,6397634,2001
Massachusetts,13750,Mortality,6397634,2001
Massachusetts,35932,Incidence,6417206,2002
Massachusetts,13914,Mortality,6417206,2002
Massachusetts,35093,Incidence,6422565,2003
Massachusetts,13551,Mortality,6422565,2003
Massachusetts,35448,Incidence,6412281,2004
Massachusetts,13337,Mortality,6412281,2004
Massachusetts,35909,Incidence,6403290,2005
Massachusetts,13182,Mortality,6403290,2005
Massachusetts,37086,Incidence,6410084,2006
Massachusetts,13407,Mortality,6410084,2006
Massachusetts,36885,Incidence,6431559,2007
Massachusetts,13003,Mortality,6431559,2007
Massachusetts,183629,Incidence,32588401,2009
Massachusetts,65546,Mortality,32383689,2009
Massachusetts,37441,Incidence,6468967,2008
Massachusetts,13031,Mortality,6468967,2008
